is_start_seg,is_last_seg,prev_is_right_turn,prev_is_left_turn,prev_is_straight,prev_angles,prev_pivot_off,prev_actual_length,prev_direct_length,prev_directed_hausdorff,seg_is_right_turn,seg_is_left_turn,seg_is_straight,seg_angles,seg_pivot_off,seg_actual_length,seg_direct_length,next_is_right_turn,next_is_left_turn,next_is_straight,next_angles,next_pivot_off,next_actual_length,next_direct_length,next_directed_hausdorff,safety
0,0,1,0,0,75,27,141.32681506368863,131.4924686658837,21.466952850120503,0,0,1,0,0,70.0,70.0,1,0,0,60,7,29.312228309505787,28.0,50.65722696007239,safe
0,0,1,0,0,60,27,113.06145205095093,108.0,3.898302033130068,1,0,0,15,22,23.03103652889741,22.972609830729084,0,0,1,0,0,50.0,50.0,21.928400292968668,safe
0,0,0,1,0,-75,22,115.15518264448704,107.1420115055348,40.75316487655485,1,0,0,30,37,77.46803196083674,76.61043735034613,0,1,0,-15,7,7.328057077376447,7.309466764322887,66.89851957307822,safe
0,0,1,0,0,90,27,169.59217807642636,152.73506473629425,4.272335798868008,0,1,0,-45,2,6.281191780608383,6.1229349178414365,0,1,0,-60,42,175.87336985703473,168.0,7.589126417595335,safe
0,0,1,0,0,15,32,33.49968949657804,33.4147052083332,167.4820960490402,0,1,0,-60,47,196.81067579239598,188.0,0,0,1,0,0,90.0,90.0,122.61387378763384,safe
0,0,0,1,0,-90,7,43.96834246425868,39.597979746446654,19.71337837195227,1,0,0,30,17,35.59342009011417,35.19939013394282,1,0,0,45,47,147.608006844297,143.88897056927377,6.650994420380597,safe
0,1,1,0,0,105,32,234.4978264760464,203.0984551145562,10.654705455968877,0,0,1,0,0,50.0,50.0,0,0,0,-1,-1,-1.0,-1.0,-1.0,safe
0,0,1,0,0,75,2,10.468652967680637,9.740182864139529,41.60011487544596,0,1,0,-15,42,43.96834246425868,43.856800585937336,1,0,0,45,22,69.09310958669222,67.3522840962558,16.426897369048092,safe
0,0,0,1,0,-60,17,71.18684018022833,68.0,1.0442095377604126,1,0,0,15,2,2.093730593536128,2.088419075520825,1,0,0,15,32,33.49968949657804,33.4147052083332,1.0442095377604126,safe
0,0,0,0,1,0,0,30.0,30.0,0.0,0,0,1,0,0,30.0,30.0,0,1,0,-15,17,17.796710045057086,17.751562141927018,11.626812039078054,safe
